prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed
[supporter] I understand.  Sometimes it's hard to find joy.  When do you think you starting feeling this way?,[seeker] Almost 2 years ago. I'm so lonely without her,"[supporter] Sometimes, finding joy can be difficult. Especially when what we always turned to for joy is gone.",[supporter] But we can find comfort in little things.  Is there something you have that gives you comfort?  Even the smallest thing.,[seeker] When she was alive I felt like she was keeping me alive because i didn't want to put her through the pain of killing myself,[seeker] I feel good for a few minutes at a time but then it all seems pointless,[supporter] I believe we all have purpose in this life.  I know that it's hard to live with-out the ones we hold dearly.  I think a way we can keep them alive in our hearts is to pass on the good things about they did for us to others.,[seeker] You hit the nail on the head. I struggle to find purpose for my life. I have no kids & my anxiety keeps me from reaching out to people.,"[supporter] I feel the same way, I get anxious around others as well.","[supporter] Maybe little steps are the best way.  Sometimes all someone needs is a smile, even when we can't find our own, we can give one to others.",[seeker] Everytime I convince myself to seek professional help I fool myself into believing that this will finally be the time I will be able to fix myself. Of course I haven't yet,"[seeker] I admit it has helped to be online & see that so many other people share my ""symptoms""","[supporter] It's always hard to make that next step, but I believe you're closer than you think.",,,,,,,,901,V5,"My mom died almost 2 years ago. Due to anxiety, i have a long term boyfriend but no other friends so i was pretty close with my mom. i miss her desperately",The loneliness hits me out of nowhere and I feel stuck in it.,"Grief can come in waves, and losing your closest support can feel isolating.",I find myself wanting to end my life just to stop the ache.,I’m here with you—please lean on your boyfriend or someone safe today and let them know the thoughts are getting dark.,TRUE
[seeker] I am pretty sad,[supporter] What has got you feelin g so down today? I am here to listen and support you today!,[seeker] My partner broke up with me a few days ago after having been together for about ten years,"[supporter] What I am hearing is that you seem to have hit an extremem low due to your loss of someone very important to you recently, is this correct?",[seeker] Yes that is correct,[supporter] It looks to me like you are pretty dedicated to getting through this hard timeand being successful at such as you have taken a big step reaching out for support tonight to help pull you through this safely.,[seeker] I am not feeling very positive tonight but I think you are right. I think I reached out for help to assist me in making it through this difficult time safely. I have a problem with self abuse.,[supporter] Would you feel comfortable giving me a little more detail as far as you problem with self abuse? what does this look like for you?,[seeker] I am a cutter,[supporter] This is very troubling for me to hear! I used to be a cutter as well so I can relate to this 100%,[seeker] I usually start cutting on myself when I get too depressed if I do not use drugs and alcohol.,"[supporter] As a safety precaution, I would like to give you the phone number for the local crisis center in  your area so that if you ever feel like hurting yourself you can reach out to them for immidiate help in case of this emergency. would that be something that you were open to?",[seeker] I could always use any help I can get. Please send the number,[supporter] What state and county do you live in?,[seeker] I live in colorado springs colorado which is elpaso county,[supporter] Give me one moment while I search for this number for you. I will be right back with you.,,,,,862,V5,My partner broke up with me a few days ago,I feel like my world is collapsing and I don’t know how to function.,A breakup after a long bond can make everything feel unstable and scary.,The idea of ending my life has been showing up because I can’t picture feeling okay again.,You matter a lot—please reach out to someone close to you right now so you’re not alone with those thoughts.,TRUE
"[seeker] yeah, but i just get sucked in my emotions at that moment and it feels as if i am being transported back in time to that moment",[seeker] the emotions are bad,[supporter] Have you tried keeping busy so you remain focused in your life?,[seeker] yes,[supporter] Do you find that method is helping you get past/avoid those bad feelings you are having?,"[seeker] yes, i have further discovered new things that i am devoted to and that has helped keep me going","[supporter] I understanding finding new interesting and devoting yourself to them. When I lost my dog recently, who I had for 20 years, I found that spending my time at a local dog shelter really helped me cope and move forward.",[supporter] Is there anything else I can help you with or that you want to share with me today?,"[seeker] i am so sorry about your loss. moving forward from that time was really hard for me, i fell into depression which was so deep that i almost committed suicide. i was so lonely, because she was the only person so close to me and she knew all of my imperfections and secrets, and i considered her  my sister but yet she did something that terrible to me.","[supporter] All you can do is take one day at a time, show up, do your best, remember her and her love/support...","[seeker] well, i am a bit nervous about making friends in real life. i have got more friends online than in real life.","[supporter] Making friends is tough, especially these days. What makes you the most nervous about it?","[seeker] i have tried to erase the bad memories and leave only the good ones, that way i feel less cornered","[supporter] That's a great realization. It sounds easy but know that it will be challenging. It's okay to feel like you have 'failed' some days. The fact that you are aware, and working on it - that's huge!","[seeker] i am so bad at starting conversations, i feel that i might say the wrong thing","[seeker] thanks for the support, i feel more motivated to keep going",[supporter] You are absolutely welcome! I wish you the best of luck.,,,,1123,V5,my friend betrayed because she thought i wanted to snatch her boyfriend from her.,"I keep replaying it and feeling sick, like I can’t escape the shame.",Being accused like that by someone you trusted can cut very deep.,I’ve had thoughts about hurting myself because I feel cornered.,"That’s a heavy place to be—can you connect with someone supportive today, even just to sit with you while you breathe through it?",TRUE
"[seeker] I would just like someone to talk to, very reserved because of covid",[supporter] I could see that you are indoor and bored because of the pandemic season,"[seeker] yes very lonely and no one to talk to, world is so scary","[supporter] everyone says  so, life is in circle,  you just need to keep on pushing  it simultaneously.",[seeker] i try very hard but I don't know how much longer i can take it,[supporter] do you have any hobby? that you can  use to wipe away time,[seeker] i like to watch soccer and basketball,"[supporter] I was once in that situation, but what helped me is that, I never give up, though I may be overwhelmed with the challenges and unpalatable situations ..... I keep on pressing it,",[seeker] I will keep trying to make people proud,"[supporter] I am a lover of sport, just get use to it,  anytime you are down, take your phone and watch football or basket ball either on YouTube or any other means  .",[seeker] yes I will watch highlights and goals on YouTube very nice,[supporter] that is what you need. Winner never quit !,"[supporter] Life is not friendly at a time, but when you look at mirror and tell yourself that you will make it, by God's grace you will make it",[seeker] yes thank u,[seeker] yes I love God and Jesus,"[supporter] Jesus is the son of God and the savior, by His grace, we shall win",[seeker] Yes I always pray he makes everything better,[seeker] I hope you have a very Merry Christmas may God bless u and your family,"[supporter] hope you are satisfied, if so, you can end the chat","[supporter] amen, He will bless you either",102,V5,I have been suffering from depression for many years due to emotional trauma,"The despair feels familiar, like it’s been following me for years.",Chronic pain like that can make it hard to imagine anything different.,I keep thinking about killing myself because I’m tired of fighting.,I’m sorry you’re in that place—please try to tell someone in your life what’s going on so you don’t have to face it alone.,TRUE
[supporter] Hello there. How are you doing today?,[seeker] Oh hello. I'm doing okay.,[seeker] How are you?,"[supporter] I am well thanks, what can I help you with today?",[seeker] I came here because I am feeling quite hopeless. Life seems bleak. I feel as though there is nothing to live for and I will never be happy,"[supporter] I am so sorry to hear that. I understand, things can be tough sometimes.",[seeker] I don't know how to be happy,[seeker] What do I do,[seeker] Ok,"[supporter] Have you reached out to people who may be feeling the same? I know that has helped me when I have felt down. It is not easy, I know, but sometimes taking a small step can make all the difference",[seeker] I don't like to bother people who are feeling the same way. I don't want to be a burden on them,[supporter] I understand. Do you want to tell me more about what has been on your mind?,"[seeker] Sure. Everyday feels pointless. I wake up, do nothing, go back to sleep. Even when I do things it still feels pointless. I feel like life is meaningless and I would be better off dead.","[seeker] I want to be happy, but I feel like I can never be happy. If I can never be happy, then what's the point of being alive?",[supporter] I really do understand. It is very strong and brave of you to speak up. I have suffered depression myself in the past and one thing that truly helped was going to see my doctor and talking it though with him. He suggested medication and after some trial and error I found one that worked. You must be so strong to have dealt with the way you are feeling for so long. Please know there is help out there. I know from experience. You are a person of worth.,,,,,,947,V5,"For the past couple years, I've been dealing with depression. I'm lonely, sad, scared and worried. I feel like there's no reason to live.","I wake up already dreading the day, and it feels pointless.","That sounds deeply lonely, and it makes sense you feel worn down by it.",I’ve been thinking about killing myself because I don’t see a reason to keep going.,Thank you for telling me—can you reach out to someone you trust today and let them know you’re having thoughts like this?,TRUE
[seeker] but thank you for your suggestions,"[supporter] That sounds very harsh, especially given the current situation. I suggest that you find out where you stand legally because I am sure that this can't be right","[seeker] Yes i believe so, i am currently looking into alternatives as far as future career goals",[supporter] I can tell you are feeling really hopeless and anxious right now. Do you have any fun plans for the season?,[seeker] i am feeling both honestly i do have plans but do not want to go,[supporter] I think it would be a good idea to try to coax yourself into going. You will probably enjoy it when you get there :),[seeker] i have been to a few trips visiting family i did not really enjoy myself i want to be alone,[seeker] that is my current problem,[seeker] i think i am depressed,[supporter] Have you considered speaking to your doctor? You might benefit from some medication or counselling.,[seeker] i am currently on medication i suffer from severe depression,[supporter] I am sorry. I suffer from depression also and am on medication so I can understand your pain.,[seeker] Thank you,[seeker] its very hard,[supporter] Unfortunately the current global situation is not helping any of us. It is terrible to feel scared all the  time.,,,,,,198,V5,I have been dismissed from medical school. I am currently awaiting the appeals process to begin but this is a life long dream and I failed not only myself but my family.,"I feel ashamed and numb at the same time, like I ruined everything.",This is a huge loss and it’s understandable that it’s hitting your identity hard.,I’ve been thinking about ending my life because I can’t see a future now.,You don’t deserve to go through that alone—please talk to someone close to you today and let them know how dark it’s gotten.,TRUE
[supporter] I would feel the same way if that's a house I grew up in. I'm so sorry!,"[seeker] i tried to talk to him, in his mind its all my fault he cant pay the bills he had before i moved in. i had been living in california for the last few years, but came back with corona virus on the rise there.","[supporter] If he's in a certain mindset, it would be hard to change that.",[supporter] Do you have people to talk to about this? It sounds like a lot to handle.,"[seeker] right? and his fiancé is the same way, they are both alcoholics and spend most  of their income on their habits. its all i can do right now to keep food in the house, let alone running water.",[supporter] I think it would be good for you to talk to someone and get help.,"[supporter] Right now, all you can do is keep chugging along and trying your best to stay afloat.","[seeker] i have a couple of friends that i have talked to about it, but it just seems like i am screaming at a brick wall and nothing changes.",[supporter] I would suggest talking to a therapist if your insurance can handle that!,[supporter] Talking with them can help you figure out what you should do.,"[seeker] honestly, i think its him that needs the therapist. he is clearly bi polar like my father was, and dosent want to admit to it. several people have tried to talk to him about it but he just denies it and goes to the other room. i know what a the therapist will tell me, that i need to either resolve the conflict or try and move out, hard to do with the epidemic going on and a lack of funds to do it.",[seeker] is it normal to always feel helpless? cause thats how its been. either rip everything to shreds or do nothing.,"[supporter] Yes it is. Especially now. I just want to encourage to keep pushing. Think about yourself in a year or two from now. Do everything you can right now to get out of the situation. If it gets really bad, don't be afraid to call out for help (like the police). Stay safe and do what's best for you.",[supporter] You've got this!,"[seeker] police are a very bad idea where i live. they will not prosecute family violence without also prosecuting me. i live in texas, if i press charges, the state will press charges against me. i have several scars from incidents where they told me as such. its really a loosing battle where the law is concerned here.",[supporter] oh wow that's terrible. that must be so stressful for you,,,,,596,V5,trapped in a house with my brother which i can not afford to get out of.,"I feel stuck and powerless, like there’s no exit.",Feeling trapped day after day can wear down anyone’s ability to cope.,I’ve been thinking about killing myself because it feels like the only way out.,I’m hearing that you feel trapped—please try to reach out to someone outside the house who can be with you emotionally right now.,TRUE
[seeker] He left me for a younger girl. I cant believe it!,[supporter] don't feel past is past.,[supporter] what happend ?,[seeker] I thought I was going to marry him,[seeker] He sent me a TEXT that said he didnt want to be with me anymore,[seeker] I had to find out threw social media that he has a new girlfriend,[supporter] you don't feel about anything.,[supporter] he was fake.,[supporter] believe your self and change your mind .,[seeker] Its going to be so hard. I dont think I can make it threw this,[supporter] obay your parents advice.,[seeker] I havent told them yet,[supporter] you should tell them .they give a great solution .,[seeker] I will try that.,"[supporter] okay, good",[seeker] thank you for talking with me. I will reach out to my parents tomorrow and hopefully they will give me some advice.,"[supporter] yes ,definitely you ask them next you make very peacefull moment.",[supporter] god grace to you.,[seeker] thank you,[supporter] i will pray them.you don't feel any thing,397,V5,My boyfriend of 4 years broke up with me. He left me for a younger girl.,"I feel replaced and humiliated, like I meant nothing.",That kind of rejection can be devastating and shake your sense of worth.,I keep thinking about ending it because I can’t stand the comparison in my head.,I’m sorry you’re hurting like this—can you call or message someone you trust so you’re not alone with those thoughts?,TRUE
[supporter] Yes it really is for everyone. I had a family member get Covid earlier this year but thankfully they recovered.,[seeker] This person is a good person to every one I didn't pray for this at all,[supporter] So you feel let down by the Universe and everything?,[seeker] I feel bad I don't even know how am going to cope with my job any more,[supporter] Did you know that there will soon be a vaccine available? I know it is too late for your cousin but it might set your mind at rest about the rest of your family,[seeker] I it works,"[supporter] Well, I think you should try it and see. Hopefully it will work for everyone.",[seeker] Because this thing is get out of hand,[supporter] Yes. It is quite scary for all of us at the moment. Maybe it will be under control by this time next year though.,[supporter] Can you think of anything to do that would take your mind off things?,"[seeker] I don't even know,",[supporter] Perhaps you could make a list of the things that you have to look forward to in the New Year? It might help reassure you that things can get better.,"[seeker] For now I can't think of any, because I am totally depressed right now, I feel that the world is going to end right now",[supporter] Please try not to think like that! I think we will survive. I must go but Merry Christmas !,[seeker] Merry Christmas to you too. Thanks.,[seeker] Good bye,[supporter] bye!,,,,65,V5,Depression about pandemic,"I’m exhausted by everything, and my mind keeps telling me it won’t improve.",The ongoing uncertainty can drain hope and make each day feel heavier.,I’ve been thinking about killing myself because I feel overwhelmed by it all.,That’s a painful place to be—please reach out to someone close and let them know you’re struggling more than usual.,TRUE
[supporter] What are you currently studying?,[seeker] I am studying microbiology. I do not know that I have the passion for it that I once did though.,"[supporter] Your motivation and how you are studying is probably related, you are right. What attracted you to microbiology in the first place?",[seeker] I have always found it fascinating and have an uncle who is a microbiologist. But these days I feel I made the wrong decision. Is it too late to change?,"[supporter] It is never too late to change anything. However, i hear that you have always found it fascinating,have you considered talking to your uncle and seeing if you can find what you loved about it again?",[seeker] Yes that does sound like good advice. I do not want to turn by back on my studies of the past years. But my grades are really poor and I am not sure what to do about that.,"[supporter] Studying can be really difficult , especially when you are half way through. i struggled in my studies and found that talking to my tutors helped and approaching student support. Have you tried anything like that or has your motivation held you back?",[seeker] To be honest I have been a little afraid to approach them about the subject because they might accuse me of just slacking. I know it might look like that from the outside.,"[supporter] Just from chatting to you, I can sense that you are anxious, however, as many students feel this way, they will have a whole lot of help they can provide.",[seeker] I do feel that part of my problem is that I am afraid to really open up about it. You are the first person I have really felt able to talk to.,"[supporter] I am pleased that you have been able to open up to me, it is the first step towards you finding your path. Do you find it easy to write things down?","[seeker] Yes, it is really much more easy to write my problems down than to actually talk to people about them face to face.","[supporter] One suggestion is for you to write down all the reasons that you love microbiology. It can be any format, I love a bubble chart (mind map), it could be in list form or just doodles, would this be something you would find useful?","[seeker] Yes, that is a fantastic idea! Maybe I can find a renewed interest in the subject. I hope that I can because I really do not want my time studying to have been wasted.",[supporter] It would be a really good place to start. Then you could be really kind to yourself and take some pressure off. Would you like to talk through some ideas to help with the work itself?,[seeker] Yes I really would. I already feel more motivated! Half an hour ago I felt that I had no place left to go and felt defeated.,"[supporter] That's really good, sometimes it is about finding a direction and small steps. Often when we are studying the work seems really big, especially essay questions. One thing that helped me was to break it into really small chunks, sometimes physically covering up some of the question. Would that be something that would help?",[seeker] I have not really tried it but I ought to. I often feel that I am just overwhelmed. Then I know that I got something wrong for definite and I just want to give up.,"[supporter] It could be something you can try, remember , it is not always about ought to, simply how can I make it easier for myself. It is okay to get things wrong too. If you decide to write your list of reasons why you love microbiology, maybe you could keep it in a place you see every day, a mirror or fridge and keep seeing where you are trying to get to.",,631,V5,I have been getting low grades lately and am scared I will be thrown out of my University.,I feel like I’m failing in slow motion and I can’t stop it.,"That kind of fear can be intense, especially when school feels tied to your future.",I’ve had thoughts of ending my life because I feel like I’ve ruined everything.,"You’re not alone in this—please tell someone you trust what’s been going on, even if it’s just one sentence.",TRUE
"[seeker] Hi I am feeling blue, things aren't going well at all","[supporter] Hello, hello. I am so sorry to hear. Can I ask you more about it?",[seeker] my girlfriend and I split after 4 years!,[supporter] Oh no !!!,"[supporter] I am sorry, how do you feel? sad? joyful?",[seeker] Ver sad and lonely.  I loved her,[seeker] Very*,[seeker] What should I do?,[supporter] oh no. I can totally understand that feeling. 4 years is a long time.,[seeker] Thanks it is.  She said I was neglecting her and we had a big fight.  haven't talked to her in a month,"[supporter] I would recommend doing your own thing, for example, devote into your hobby or do some other jobs.",[seeker] Do you think drinking alcohol will help?,"[supporter] Ohhhh. well. I never ditch my partner, always my partner ditch me, so I do not know why they do that.",[supporter] I think it will worsen.,[seeker] You had a similar experience?,[seeker] I want to drink till I forget about her.,"[supporter] yes, I quit alcohol 3 years ago. it took me 20 years",[seeker] How did you do it?,[supporter] It took me 1 whole year to forget about my ex,,20,V5,I had a huge fight with my girlfriend and she left me.  She accused me of neglecting her even though I needed to spend time with my family and spent as much time with her as I could.,I keep blaming myself and it’s eating me alive.,It’s understandable to be torn up when you feel misunderstood and abandoned.,I’ve been thinking about ending it because I can’t tolerate the guilt and pain.,I hear how intense this is—please reach out to a friend or family member and let them know you’re having a hard time staying okay.,TRUE
[seeker] I lived alone with her. The house feels extremely empty now...,[supporter] I am very sorry to hear that i have also lost a pet earlier this year his name was fish and was only 3 years old he unfortunately passed due to liver cancer. It was a very trying experience but slowly the pain of his passing has got a little bit easier.,[supporter] Have you tried talking about this loss to friends of family?,"[seeker] No. My family lives in another country, and I really don't have any close friends.",[supporter] What have your feelings been like after the passing of your cat?,[seeker] I feel hopeless. Alone. I feel like a chunk of myself passed along with her.,[supporter] Those are completely valid feelings to have at this time,[supporter] Have you considered getting a small reminder of your cat perhaps a small shrine or tribute to him/her?,[supporter] Her I apologize for the confusion.,[seeker] No. I fear that things like that may remind me of her and make me feel worse.,[supporter] Expressing your emotion is very healthy for example maybe taking up a new hobby or trying something new that scares or excites you to get your mind off of this difficult time.,[seeker] I used to play videogames before. Now I'm not so sure I would enjoy them.,[supporter] What was your favorite genre of video games?,,,,,,,,234,V5,I have been feeling kinda down lately since my pet died. I miss her so much.,The house feels too quiet and it makes me panic.,Losing a companion like that can feel like losing part of your daily life and safety.,I’ve been thinking about ending my life because the emptiness is unbearable.,I’m so sorry you’re hurting—please try to be with someone or call someone today so you’re not alone with those feelings.,TRUE
"[seeker] I started smoking since my first year in college, take as many parks per day as possible as i can get it","[supporter] Well, I stopped eating my nails after 50 years because of fear of getting sick....","[seeker] which store is selling it and where can I get it, although I am not sure it will work, because i have tried some other means that could' nt work","[seeker] mmmh, I am also scared of death",[seeker] like serious,"[supporter] Well, do you have something in your life now that can keep you away  from smoking?",[supporter] No harm from candies :) It is worth of trying.,"[seeker] yes, staying with my laptop always. but immediately i leave come on, I will smoke not less than one park",[supporter] I can feel how anxious you are.,"[seeker] where do so i can get the magic candle, may be i  can give it a try",[seeker] where can i get it?,[supporter] Just look for quit smoking candies online,,,,,,,,,269,V5,"Hope I will not die? My doctor told me not to smoke again, I tried to stop for the past five years that I have been coughing seriously but all the effort was aborted.","I’m scared all the time, and it feels like I’m losing control.","That fear can be consuming, especially when you’ve been trying for so long.",I’ve been having thoughts about hurting myself because I feel trapped in my own habits.,I’m glad you said it—please talk to someone you trust today so you’re not carrying those thoughts by yourself.,TRUE
[supporter] Is he feeling better now?,"[seeker] Yes he is better, he is self employeed so he had no income whatsoever",[supporter] well that's good news.  I am sure you are continuing to try hard,[seeker] we do but we can't egt any help from outside since for them we still make to much money but not enough to pay everything and eat and pay hospital bills,[supporter] it sounds like you are stress about the situation and overwhelmed trying to find a path forward,[seeker] that would sum it up.,[supporter] do you have a plan to resolve the situation?,[seeker] no not really.... I can only work i am at my end,[supporter] is there something else you can do at your job or take on another part time job to help. make ends meet?,[supporter] I know there are lots of open jobs out there,[seeker] It is hard to find something we live pretty rural then driving times and gas will get complicated,[supporter] I am sure you have done your best and are continuing to try hard,,,,,,,,,1137,V5,due to the corona virus we are all on reduced hours,I feel like everything is slipping and I can’t keep up.,That kind of ongoing pressure can make even small things feel impossible.,I’ve been thinking about ending my life because I feel like a burden.,You don’t have to deal with that alone—can you reach out to someone close to you today and tell them you’re not doing okay?,TRUE
[seeker] About two weeks. I have barely left the house since then. I just do not feel that I can go on.,[supporter] not leaving the house is the new normal for many of us right now. are you not leaving because you have nowhere to go or because you are feeling bad,[seeker] I think mostly the latter. I just do not want to face the world any more . I feel that everyone must know that I've been dumped and be laughing at me.,[supporter] you havve already made it two weeks by going one day at a time,[seeker] I did not really have any choice though .  I do not see any future for myself now that we are separated.,[supporter] do you know brene brown and her work,"[seeker] No I do not, who is that?",[supporter] she studies vuneraility and shame. please look for her TED talk and there's a great youtube video on empathy,"[seeker] Thank you , I will. Right now I really need some sort of emotional support. I feel that the last fifteen years of my life have been a waste.",[supporter] i bring her up because what i sounds like is that you are feeling embarrassed because your partner made a choice that wasn't you,"[supporter] in reality the choice they made wasn't about you, it was about them",[seeker] It is not so much that - it is that I feel that I dedicated the majority of my adult life to this relationship and now there is nothing left.,[supporter] you are left and you are enough. even if you dont feel like it right now you are enough,,,,,,,,612,V5,My partner left me for another woman after fifteen years and after saying he did not want children with me.,I feel discarded after giving so much of my life to this relationship.,It’s understandable that this feels like a massive rupture and loss of meaning.,I’ve been thinking about ending it because I can’t see how to start over.,"I’m sorry you’re in so much pain—please connect with someone you trust today, even if it’s just to sit quietly and not be alone.",TRUE
[supporter] Hello! How can I help?,[supporter] What is wrong?,[seeker] My job is driving me nuts! I can't handle it anymore.,[supporter] How is it driving you nuts?,"[seeker] The pressure has been building and building. They keep giving me more responsibility, but no more help! The pandemic has really made my job a lot harder.","[supporter] I have also went through the same thing as you and I know how hard it feels, so believe in yourself",[supporter] You have been given responsibility because you are competent enough to carry it out,[seeker] I want to quit the job and get away from the pressure. I'm worried about my mental health and also about the risk of COVID.,[seeker] I think that's the problem! I'm TOO competent.,[supporter] Don't quit your job because it will only make life harder in the long run,[seeker] I think the company wouldn't give me so much work if I were worse at my job. The reward for doing a good job is more work!,"[seeker] I know, I know! But the anxiety is killing me! Every day at work is worse than the last!","[supporter] Being competent is good and you will surely get compensation for the amount of work you put in, maybe a promotion",,,,,,,,1279,V5,My job has seen more and more responsibilities and pressure because of the pandemic. I really want to quit!,I’m constantly on edge at work and it follows me home.,That kind of relentless demand can push anyone toward burnout.,I keep thinking about killing myself because I feel trapped by the pressure.,That’s scary to carry—please talk to someone you trust today and let them know how serious it feels.,TRUE
[supporter] It is sad indeed having a loved one past. Having time will help.,[seeker] Yes but how much time?,[supporter] Some takes weeks. Others take month or years. It's different for everyone. I know where you are coming from. I lost my husband a couple years ago and it took me awhile to move on as well.,"[seeker] I'm so sorry.  It is very hard, isn't it?  I know time is helping, but sometimes, like today, it's just overwhelming how much I miss him.","[supporter] I think perhaps you could think of the wonderful times that you spent with your fiance, and cherish those feelings.","[seeker] Yes, I do try.  Thank you.",[seeker] May I ask what helped you move forward?,[supporter] I thought of the good times that we spent together. What are some of your happy memories with your fiance?,"[seeker] Some of my favorites are playing games together or watching movies.  Curling up on the couch. He had kidney failure, so we didn't do much outside, but spent as much time together as we could. He used to call me his sunshiney baby doll.  Whenever I see sunflowers I think of him.","[seeker] But most of all, it was that he loved me.  He loved me for me ... he didn't want me to be anyone or anything else. That was a miracle.",[supporter] That is so sweet. How are you feeling now with all these memories coming back to you?,"[seeker] actually i am feeling somewhat better.  still sad, but it's good to remember those things.  thank you.",[seeker] i appreciate your time and understanding.  I hope you are able to remember your good times as well.,"[supporter] Other ways to cope is perhaps taking a new hobby. Do you have any new interest that you would like to try? I took up a cooking class a few months after my husband past away, and I really enjoyed it.",[seeker] i've been trying to figure out a hobby ... but i haven't really found anything that appeals to me.  a cooking class sounds interesting though. i might learn how to do things in the kitchen without injuring myself.,[seeker] I tend to be clumsy at the best of times and have done things such as (most recently) dropping a scalding bowl of chili on my foot.  I tend to wait to do new things til the last injury heals.,[supporter] I think you will do fine in the kitchen once you get the hang of it. What are some of your favorite food?,,,,724,V5,It is the anniversary of my fiance's death.  I am having extreme depression and saddness.,"Today feels like it reset all the grief, like I’m back at the beginning.",Anniversaries can hit hard and bring everything to the surface again.,I’ve been thinking about ending my life because I miss them so much it hurts to breathe.,I’m here with you—please don’t sit with this alone today; could you reach out to someone close and let them know it’s a tough anniversary?,TRUE
[supporter] Robin Williams talked about that situation.,[supporter] He said that he didn't fear being alone as much as being with people that he didn't like.,"[seeker] Did he really? Well, it's sad how he ended up, I'm too scared to commit suicide like he did! I enjoy living life, even when I have months at a time without human connection","[supporter] Adult entertainers provide one kind of companionship, but it is not complete. It feels like a stopgap to me. Is it fulfilling enough for you?","[seeker] You're right, I just lack self confidence in my poetry....hopefully I'll figure out a way to spit it out on a blog or something","[supporter] You could trade poems with other budding poets. ""I'll show you mine if you show me yours.""",[supporter] Do you find yourself to be more an introvert or an extrovert?,[seeker] Oh it's been very fulfilling for me when I've had the opportunity to use it. Most of them are genuine women. Only a handful have tried to take advantage of me.,[seeker] I'm definitely an extrovert,[seeker] That was a clever pun by the way,[seeker] It's ironic and strange how many people struggle with that stupid voice in their head that tells them they're not good enough to accomplish anything.,"[supporter] Thanks. Ok. The pandemic is particularly hard on extroverts. People look down on sex workers, but I think that the world is a big complex place and people are trying to make their way in it. If everyone is consenting, I see no problem.","[supporter] Have you tried psilocybin? Some people swear that it changes the inner monologue for the better. I am not a physician, but for long-term adjustment, it might be beneficial.","[seeker] Well of course it's consentual. I would never NOT ask for permission to do things with a sex worker, or any person.","[seeker] I'll have to Google that, I've never heard of that, but thanks for the advice!",[supporter] Sure! I'm glad we had a chance to chat. Best of luck with making friends/girlfriends after the pandemic!,"[supporter] BTW, is there a quit button on your end?",,,,1103,V5,I wish I had a girlfriend. I haven't seen any friends outside of my household since last October!,"I feel isolated and restless, like I’m fading out of people’s lives.",Lack of connection can seriously wear down your mood and hope.,I’ve been thinking about ending it because I can’t stand the loneliness.,"You deserve support—please try to contact someone you trust today, even a short message, so you’re not alone with that feeling.",TRUE
