prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed
"[supporter] That's really hard. but,i think you can do it.",[seeker] Yeah. I just was supposed to be something important ya know?,[supporter] It seems that you are really stressed about the situation.,"[seeker] Thank you. I am. I just tried so hard for so long to do something meaningful with my life. And now I am coming to terms with having a ""normal"" job and I can't even do that right.",[supporter] i feel the same way.now i understand the reason though.it is because i didn't know what to say to strangers.,[seeker] Yeah. I mean I know a lot of people struggle the same way. I just need ways to find validation that are not based on my job.,[seeker] But validation doesn't pay the bills.,"[supporter] some people express themselves in person, some communicate in words.have you tried any different ways?","[seeker] No, I will try that. Thank you for your advice.",[seeker] I think that talking it out with some other people who are not family will be helpful as well.,[supporter] no mention.,[supporter] deep breaths can help people calm down.,[seeker] I hadn't thought of that.,[supporter] could you try to take few deep breaths?,,,,,,,847,V3,I feel like I am not living up to my potential and I am a disappointment to my family.,"My family is pressuring me about career decisions. Staying in my current job feels safe but empty. A new opportunity feels risky but exciting, and I am afraid of failing publicly.",It makes sense that family expectations would amplify fear and self doubt.,"I feel stuck at a crossroads. Do I stay with stability, or take a risk on something new and hope it pays off?",That sounds really confusing and heavy.,TRUE
"[seeker] I have been finding it hard to stay asleep, and wake up tossing and turning constantly.",[supporter] Lack of sleep will definitely make you tired during the day!  Is there something bothering you that causes you to stay awake during the night?,"[seeker] I can't think of anything particular,  but my mood has been low generally for the last wee while which I imagine is probably the cause. I'm so tired during the day but as soon as my head hits the pillow at night I'm wide awake.","[supporter] Well it sounds like you’re tired enough for sleep, but you’re still wired and can’t get the sleep you need.",[seeker] That's exactly it. Do you have any advice on what I can do?,[supporter] Are you getting any physical activity in during the day to make body more willing to cooperate?,[seeker] I'm working in a desk job so spend almost all day sitting down. That could be part of the problem.,[supporter] I’ve found that physical activity helps me to get to sleep even when I’m troubled mentally.  Another option is to slow your brain down so that your mind is relaxed.  That is much harder for me though!,[seeker] That's a good idea. I could try go out for a walk either before or after work as a starting point and see if that makes a difference.,"[supporter] That sounds like a good plan!  It also helps to make sure that it’s dark and very quiet.  Surprisingly enough, when they did research on sleep disorders they found that a lot of people just needed quiet and darkness.",[seeker] Have you tried lavender? I have heard pillow or room sprays can be good for sleep.,"[supporter] Yep, I’ve tried a LOT of things.  I’m currently struggling with this myself.  I’m even trying out melatonin, tryptophan, and even CBD (not stoney weed oil)!  So far no success, but I’m still trying!",[seeker] I've heard people mention melatonin - I might use that later if other methods dont work. It's good to know other people are in the same boat.,"[supporter] It’s one of the reasons that it’s good to get outside.  Your body makes melatonin from sunshine, so going for a walk outside helps in 2 ways!",[seeker] If we had a little more sunshine where I live that would be fantastic!,[supporter] Getting good sleep is critical.  Supplementing with melatonin might help compensate for your lack of sunshine!,[seeker] I'll look into it for sure. It's something I hadnt considered before this chat.,[supporter] Glad I could help.,,,992,V3,"I've been feeling low for the last few months, and have been finding it hard to sleep at night.","A big work project is due soon and my lack of sleep is making me foggy. I am tempted to pull an all nighter, but asking for an extension feels humiliating and risky.",That is a tough bind. Sleep problems can make every work demand feel twice as hard.,"The deadline is right around the corner. Do I stay up all night to finish, or ask for an extension even if it feels uncomfortable?",I can understand why you feel overwhelmed.,TRUE
[seeker] my boyfriend and i broke up 2 weeks ago. that isnt helping.,[supporter] Its actually kind of nice to vent on these anonymous things.,[seeker] ugh i just wish i could get a break,"[seeker] thanks, :)",[supporter] Boyfriend too. Anybody around to talk to?  Family friends?,[seeker] family is about 8 hours away. i dont really have friends. i havent had time to make or keep any. i would love to i just dont even know how to fit in finding time to talk to anyone,[seeker] im an army veteran... i have ptsd so i dont do well with crowds. its hard making new friends,[supporter] How about other moms in your kids friend groups?  I've found that cna be an easier way to get to knwo people bc you are all doing childcare anyway?,"[seeker] thats not a bad idea, maybe i can find a moms group on facebook",[supporter] I'm interested in your free lance work.  What kind of stuff are you doing?  Is it a passion thing or a paying hte bills thing?,[seeker] paying the bills. ugh. i do mturk and then i am on upwork. i write articles and edit papers and books.,[supporter] Got it.  Mturk is always there when you can't sleep!,[seeker] lol my day is so packed i wish i had more time to sleep!,[seeker] i'm usually up late writing papers for scool,[seeker] i graduate in september. i keep telling myself to hang in till then,[supporter] What are you studying?  Any connections through your program?,[seeker] of course then i will need to start delivering food or sometihng as an additiona ljob to pay student loans lol,[seeker] im doing an online college. i am getting my master's in organizational managment,[seeker] i really appreciate you talking to me. its actually helping a bit,"[supporter] Yeah, it took me forever to get through my loans but bit by bit got there.  Sounds like a good program that can lead to a better job (and maybe only one job someday!) Investing in the future is defintely a good thing",1238,V3,stree leads to depression,My masters workload is crushing me and my PTSD symptoms make it harder to focus. I have a big paper due soon and I do not know whether to grind alone or reach out to classmates for help.,It is understandable that you feel overwhelmed when mental health and deadlines collide.,"The paper is coming up. Do I keep working alone to avoid feeling exposed, or contact classmates and try to collaborate?",That sounds really hard to navigate.,TRUE
[seeker] Presently my salary was cut off,[supporter] I am very sorry to hear that.,[supporter] How long has it been cut off for?,[seeker] Since four month a ago and now the company is planning to layoff some staffs,[supporter] Have you had a chance to talk to your employer? It often helps to get information out in the open and ensure that everyone is on the same page.,[seeker] No there is nothing anybody can do about the situation,[seeker] We are all praying not to affect us,"[supporter] If you were able to talk to your boss, you may be given more clarity on whether or not your position would be one that is getting cut or not.","[seeker] Ok maybe I will just do that, but I don't think it is easy to do because they have explained the situation to all staffs","[supporter] I understand completely, it won't be an easy conversation but I am sure you will feel better getting information on your position specifically.","[seeker] Thanks for your concerns, but what I am scaring for now is how I am going to secure another job in this time of pandemic",[supporter] Have you thought about reaching out to hiring agencies for help with a new job? I have gone through them before and they are very helpful!,,,,,,,,,78,V3,Fear of layoff from my job,"Layoffs might happen soon and I keep imagining worst case scenarios. Part of me wants to apply elsewhere immediately, and part of me wants to wait for clarity so I do not overreact.","That uncertainty can be incredibly stressful, especially when your livelihood feels unstable.","A decision feels urgent. Do I start sending applications now, or wait a bit longer for more information from my employer?",I can see why you feel so unsettled.,TRUE
"[seeker] Oh, that is good.",[seeker] There is no need to destroy your organs with nasty tobacco,[supporter] I can only imagine your suffering but I used to date a Veteran and he had nightmare often so I could relate to you,[seeker] I just keep having flashbacks of the war zone.,"[seeker] Oh, that is good that you can relate.","[supporter] Thanks, I agree. Health is important. Does that happen recently a lot?","[seeker] They called me ""Camouflage.' I was a bold Marine, but now my head is in the war....still",[supporter] Thank you for serving our country. You are worth so much respect.,"[seeker] Yeah, I just need to get over my depression somehow.",[seeker] I need to shake my thoughts of the Hot Zone.,[seeker] Yah know?,"[supporter] Yes yes Marine is the toughest people in military. Wow. I think this is PTSD. I have been to Adult Hospitalization program where people who have depression, PTSD and anxiety disorders etc get together and talk to therapist. It helped a little bit. You might be intererested in that.",[seeker] Ok,[seeker] I am glad to talk with you.,"[supporter] I could only see that in movies. wow, so scary.",[seeker] Lots of my Marine buddies have had PTSD. Women and men alike.,[seeker] Women are also joining the Marines....,[supporter] I think your minds have deep scar. It needs healing.,[supporter] Wow I cannot imagine becoming a Marine. It requires a courage.,,73,V3,I have been diagnosed with PTSD from war in Iraq.  I am depressed and need help to get through the days.,Flashbacks hit hard and I keep debating whether I should contact a therapist or keep trying to handle it alone during the worst moments. I feel scared of opening up.,That is understandable. PTSD can make reaching for help feel threatening even when you need it.,"The next day matters. Do I reach out for an appointment, or keep trying to manage on my own a little longer?",That sounds incredibly difficult to carry alone.,TRUE
[supporter] I am doing well. I've been handling the pandemic surprisingly well given I deal with germaphobia myself. I can't wait for this all to be over.,[supporter] Is there something I can help you with today?,"[seeker] Yeah, the anxiety of being trapped in my apartment has kind of gotten to me but I am doing the best I can to keep myself occupied",[seeker] Just really wanted somebody to talk to I suppose,"[supporter] Yeah, socially distancing is quite the isolating experience so I can relate to how you are feeling.",[supporter] What have you been doing to keep yourself occupied?,"[seeker] Playing video games mostly, I try to exercise everyday and cook meals at home as oppose to eating out.",[supporter] It's good that you are doing your best to take care of yourself.,[supporter] Have you been able to connect with friends or loved ones?,"[seeker] Not really, but my mother and sister live close by",[seeker] I visit them almost every other day and I have a couple of friends who swing by now and again,[supporter] It seems like you are doing what you can to stay connected with people. Did something happen that lead you to want to reach out for support?,"[seeker] Yeah, I dealt with my heavy drinking and drug use problems at the beginning of the pandemic",[supporter] It sounds like you were going through a really difficult time.,,,,,,,777,V3,My uncle passed away a couple of days ago and I have really been going through it because I have lost 5 other family members this year,"Since my uncle died, the grief feels nonstop, and I keep worrying about my mom. Part of me wants to bring everyone together for a small remembrance so she is not alone, but another part of me thinks she might need a counselor more than a gathering.","Of course you’d feel pulled in two directions—you're grieving too, and you’re trying to protect your mom at the same time.","The next day or two feels important. Do I start planning a simple family get together, or encourage her to talk with a professional and focus on that support first?",I’m really sorry you’re carrying all of this.,TRUE
"[supporter] Hello, I'm sorry I didn't reply faster.",[supporter] How can I help?,[supporter] How can I help?,[seeker] It's okay. Thank you for replying.,[seeker] So I have some issues with time management.,[supporter] I understand. What are you struggling with concerning time management?,"[supporter] I have also struggled with time management. I have found that reminders on my phone, and a planner have been most beneficial to me personally. I understand every situation is different. Do you have a deadline you're trying to meet?","[seeker] I am trying to manage having my kids's learn virtually at home, while I'm completing my Master's, and working at night. I feel like I have to drop my Master's because it all seems like too much.","[seeker] I have used those tools. With the current environment in the world, I feel like dealines are a waste of time. I'm trying to go with the flow and just set daily goals.","[supporter] I can see how this would be very overwhelming. I have a child learning virtually as well. Similarly, I am a student. I am not working on my masters degree... I can't even imagine.","[seeker] So you understand how the virtual learning has affected the day to day goals? I used to work during the day, complete my school work when the kids are in bed, but now everything seems so stressful.","[supporter] Is your child old enough to do some of it on their own? I have ""independent"" or ""together"" next to each task. I purchased a large magnetic chalk board for our fridge. If your child is to young to do this I could see how this would be much more challenging for you.","[seeker] That's a great idea! Two of my kids are old enough to work independently most of the time, they are 11 and 8. However, I also have a 3 year old that requires constant attention. Unfortunately, her daycare is closed. Even more, I had to take on my nephew because his mother could not handle the virtual learning.","[supporter] I completely understand how you feel. Virtual learning has affected our daily goals, though we are doing prerecorded lessons. That does make it easier I am sure. I have a 10 and 2 year old at home with me. One thing that has helped me is support groups. There are so many moms going through the same thing we are at this time.","[seeker] I never even thought of support groups. It would help to connect with other moms, just to remind myself that I am not alone in this. Thank you so much. You also have a busy bee on your hands!","[supporter] You are not alone in this. You could take the 3 year old to another room if possible and work on phonics/numbers, then help the older children during naptime. Then maybe they could help entertain the 3 year old while you work on your own schoolwork? This is similar to my daily schedule... but as you know with kids you have to go with the flow most of the time.",,,,,550,V3,I am trying to complete my Master's degree while having to help my children learn virtually because of the pandemic. Managing my time has not been easy.,My kids are all at different levels and it feels like the day gets eaten up by their needs. Meanwhile my masters work is piling up and I am scared of falling behind.,"That sounds like nonstop pressure—no matter what you do, something important still feels left undone.","Assignments are due soon and my oldest has a school project coming up. Do I give my time to her project first, or block off time for my masters work and let the school stuff be less perfect?","That’s a lot to deal with, and it’s understandable you’re overwhelmed.",TRUE
"[supporter] Hello, what's on your mind today?",[seeker] Just wondering what I can do to deal with my cocky annoying friend Rick and his new car,[seeker] (as above),[supporter] How long have you been friends?,[seeker] 30+ years since high school,[supporter] And he has always had cocky attitude? Have you ever told him that?,"[seeker] He has, and yes I've told him, he just dismisses it, thinks it's funny that I get jealous","[supporter] I understand your frustration, it's upsetting when they dismiss what you say even though you have been friends for so long.",[seeker] Thanks.,"[supporter] What I would recommend in this case is, spend more time with other friends who appreciate you. You also need to tell Rick your honest thought, don't beat around the bush but let him know you're serious",[seeker] That's good advice! Thanks. I wonder how I can get through to him to really let him know I'm serious. Ideas?,"[supporter] I have been in the same situation myself, what I usually do is sit down with them and start the conversation in a serious mood. Explain everything I need to say and tell them that I mean every word. If they don't seem to accept and change, I keep my distance from them",[seeker] Makes sense. Unfortunately we live on the same street so it's kind of hard not to run into each other. :/,"[supporter] That's even easier to make it clear, if you run into him, just give him a polite greetings. The point is, make it clear you have had enough","[seeker] Right, so basically let him know if he continues to act like he does, we're done as friends, correct? Or should I not be that bold?","[supporter] Yes. Be not too harsh at first. I would say to give him 1 more chance. If he still doesn't respect your words, it's the best for both to say it clearly.",,,,,899,V3,"My friend Rick is a jerk. He's got an awesome new Corvette that he brags about constantly knowing full well I ADORE Corvettes, want one badly, and can't afford one. We've been friends for a long time but he insists on rubbing this in my face every chance he gets! He thinks it's funny. I'm wondering if I should just not be friends with him anymore...","Every time he brings up the car it feels like a jab, and I end up replaying it for hours. I want to call it out, but I also do not want to blow up a long friendship over one pattern.",I can hear the mix of anger and sadness in this—especially because you’ve known him for so long.,"This weekend I might see him again. Is it better to say it face to face, or send a message first so I do not get heated in the moment?","Yeah, that’s really tough.",TRUE
[seeker] Hello... I am feeling quite anxious,"[supporter] Hi, I am very sorry to hear that.",[supporter] What it is you are feeling anxious about?,[seeker] CoVid and my job leave me worried every day,"[supporter] So you are feeling anxious about losing your job due to COVID, just to clarify.","[seeker] Yes, I have been forced to work from home and I am unsure if my job will still be around in a month",[seeker] I am worried I will lose my house if my job is eliminated,[supporter] Just from the few messages we have exchanged I can tell this is making you very anxious.,[supporter] Have there been any lay off's at your job due to COVID?,[seeker] It is making me anxious. There have been some layoffs in other departments.,"[seeker] And, some people who decided to go in the office a few days have gotten CoVid.","[supporter] I completely understand that feeling, as I was also very worried about my job when the pandemic started,",[supporter] Have you spoken with your manager about this? It might help to get some clarification from your manager about your job security?,[seeker] That is a good suggestion. I have actually been worried about the answer I would get or that I would get no real answer at all.,[seeker] the truth right now is scary,"[supporter] I understand being worried about that, but I definitely think getting some clarity would help you out in the long run.",,,,,425,V3,CoVid has created a situation where I have to work from home all the time and I am unsure whether I will be employed next month,"The uncertainty is eating at me. If I wait, I might lose my chance to ask about where I stand. If I ask, I worry I will sound insecure or put a target on myself.",Uncertainty like that can be exhausting—it keeps your mind running in circles.,"I want some clarity soon. Do I ask my manager directly about next month, or stay quiet and watch how things unfold?",I hear you. That’s stressful.,TRUE
"[seeker] Yes, it has been extremely hard.",[supporter] How are you feeling now?,[seeker] I am feeling extremely sad and like I don't feel like doing anything.,"[supporter] Have you seek therapy? Even if they can't lessen the pain, at least you have a place to vent out","[seeker] I have not for this particular issue, I tried it in the past and didn't like it too much.","[supporter] You can ask around to see if your friends know anyone good. If not, I'd suggest joining a group of people of the same problem where you can talk to each other","[seeker] I think that is a really good idea, I hadn't thought about seeking out others with the same situation.",[seeker] Have you ever experienced anything like this in your life?,"[supporter] Yes I have, I lost one of my friends by suicide, It's very difficult and took years for me to somehow get over it","[seeker] I am sorry to hear that, what types of things did you do to get through it?","[supporter] I just cried my heart out, I talked to my other friends just to get it out of my heart",[seeker] How long was it before you felt normal again?,"[supporter] 2-3 years, at first I thought it was over but once in a while I would think of him and had this sharp pain in my chest. I tried to busy myself with work and other stuff too.",,,,,,,,527,V3,My younger sister passed away unexpectedly a few months ago in an apartment fire and I am having trouble dealing with this.,"I keep avoiding her belongings because the memories hit too hard. At the same time, keeping everything feels like I am freezing time and never moving forward.",That kind of grief can make any “practical” task feel emotionally impossible.,"It is time to face it again. Do I keep everything for now and delay decisions, or start letting some items go even if it hurts?",I’m so sorry. That’s really painful.,TRUE
[supporter] Hi. How are you?,[seeker] I am good,[supporter] Thats great! How are you feeling?,[seeker] Now i am better,[supporter] I know that things have been hard during this pandemic for a lot of people.,[seeker] Expect to have lot of mixed feelings.,[supporter] Mixed feelings have you been having? It's completely normal and understandable to have them.,"[supporter] Sometimes when you are having mixed feelings, you can try writing them down on a piece of paper. This can help you identify how you are feeling.",[seeker] i have very mixed feelings about the whole issues .My mixed feeling stem from the fact that those are not reflected anywhere.,[seeker] I have no minded with writing things.,[supporter] I could understand how difficult that must be for you. You could try taking a walk outside and getting some fresh air. Fresh air can always help to clear your mind.,[seeker] please help another way to reduce my depression.,[supporter] Does doing art work help you to feel better usually?,"[supporter] You can try to immerse yourself in something you really enjoy doing. Sometimes if you smile while doing things, it can help you to feel better.",[seeker] yeah sure i will try to reduce my depression with your wonderful ideas . thank you so much.,"[supporter] You're so welcome. I really hope you get back to feeling better soon, Stay safe and have a great rest of your week. Come back if you need any support.",[seeker] Thank you,[seeker] your great supporter,[seeker] Nice to meet you.,[supporter] Thank you so much. I am genuinely happy to help. It was nice to meet you as well.,1023,V3,sleep problems with over depression have adverse effects cognitive and behavioral functions.,"My sleep is a mess and my mood is low, but a work presentation is due soon. If I rest, I fear I will not be ready. If I push late, I fear my brain will crash tomorrow.","It makes sense that you feel stuck—when you’re depleted, every option feels like a bad tradeoff.","Tomorrow is close. Do I prioritize rest to think clearly, or stay up finishing the presentation so it is done no matter what?",That sounds really hard.,TRUE
[seeker] Thank you.  I really would like to get my motivation back,"[supporter] You had it in the past, it is just a matter of bringing it back.","[seeker] Yes, with some hard work, I'm certain it can return.  Do you do anything to keep yourself motivated?",[supporter] I have found that accomplishing small tasks makes good momentum.,[seeker] That is a good advice,[seeker] I will start to focus on smaller tasks first,[supporter] It helps to get things moving and becomes a good habit.,"[seeker] Yes, sometimes it is hard to just get into that groove",[supporter] Getting yourself to bed and waking up at a good time will help too.,"[seeker] Yes, I am not very good at getting good night rests",[supporter] Make sure to cease intake of caffeine at least 6 hours before you want to go to bed.,[seeker] Should I stop playing on my mobile device as well?,[supporter] True. The blue light emitted tricks your body in to thinking that it wants to be alert still.,[seeker] I will try and stop using it right before bed then.,[supporter] I think that taking care of your basic needs like eating and sleeping  will help in other aspects of life.,,,,,,972,V3,I have no motivation to finish my work assignments,"Work is piling up and I keep freezing. I could focus only on the highest priority tasks, or try to tackle everything and risk burning out completely.","When you’re already drained, even choosing where to start can feel overwhelming.","The deadline is approaching. Do I knock out the most important tasks first, or try to do everything and hope I can keep up?",I get it. That’s a lot.,TRUE
[seeker] This is nice to have someone to talk to.,[supporter] You are doing your best. And I agree. It's always good to get your feelings out there.,[supporter] Do you have a support system like friends or family or a counselor?,"[seeker] Thank you. The older we get, the more anxiety builts up as we know consequences not like when we were kids.",[seeker] I have my friends but I don't like to discuss money.,[supporter] I totally get what you are saying. Adulting is difficult.,[supporter] Do you think it would help to talk about your money issues with your friends?,[seeker] I do mturk to help. It's not a lot but it can buy a loaf of bread which is nice.,"[seeker] Yes being an adult is difficult, but life is hard in general.",[supporter] Have you tried using scripts like hit forker and jr panda crazy? They are basically extensions that help to pick up the higher paying hits for you. I use it myself and it's very helpful!,[supporter] There are lots of Youtube videos that show you how to use them.,[seeker] I've never heard of it and I don't know what that is.,[seeker] Thank you I will look into it.,[seeker] I do surveys on swagbucks and that earns gift cards.,"[seeker] its not a lot, but still anything helps.",[supporter] You are very welcome! You could also try going to temp agencies to find employment. They typically set you up with work that you can start almost immediately if not immediately.,[seeker] You give great advice!,"[supporter] I try. I was working at a bookstore at minimum wage for 2 years so I totally understand where you are coming from and had coworkers that also had kids. The best advice I can give is to continue to put yourself out there and take opportunities as they come even if they are short term because the more experience you have, the easier it is to find a better job even during the pandemic.",[seeker] thumbs up,[supporter] Is there anything else you wanted to talk about?,875,V3,I don't have enough money to pay bills. I am so scared. I need help.,"Bills are due and I feel ashamed. Asking friends for a loan could help, but it could also change the relationship. If I do nothing, my credit could take a hit.",That fear sounds intense—money stress can make everything feel urgent and unsafe.,"Time is short. Do I ask friends for a loan, or let the bills go late and deal with the consequences?",I’m sorry you’re going through this.,TRUE
[seeker] yea that has really put a damper on a lot of my job searches. currently im in the medical field. i serve as an in home health care provider. but that is only part time.,"[supporter] First fall, I tip my hat to you! It is because of people like you, our frontline heroes, that we are at least able to put some fight up against the corona demon!","[supporter] I hope you heard that major pharma companies have tested vaccines which are 90-95 % effective! Given the current advancement in technology, it is a great news.",[seeker] thank you for that. i just wish i either had more hours or made more at a time. working part time just isnt cutting it.,[seeker] it is good that they are making progress on the vaccines. i just question their testing and how they are doing it.,[supporter] I understand. Part time or reduced hours can be a source of concern.,[seeker] and i desperately need to move out of the situation that i am in. but cant do it with my current level of income.,[supporter] We just need to trust them to bring the vaccine to the public. I hope in due time they will publish their detailed research and development papers.,"[supporter] Regarding your situation, have you tried a secondary source of income? Like becoming a delivery driver or an order taker?",[seeker] in the town where i live there are no services like uber eats or door dash.,[seeker] i have been looking for work from home jobs right and left,[supporter] Ok. I suppose you can try online jobs. One of my friends lives outside the city and is a part time online order taker for Pizza Hut.,[supporter] All you need is phone and internet. You will need to take customer's orders and input it in Pizza Hut's order system.,[supporter] is this something you can explore doing?,[seeker] online order taker? how do you sign up for that?,"[supporter] Great! You can search for ""Pizza Hut online order taking job"". The first result will lead you to the company that manages these jobs.","[seeker] highly possible, have a phone and a high speed internet connection.","[supporter] Once you complete training, the pay is good especially during weekends, where peak load hits.",[seeker] thank you. i had not even heard of this. i will apply in a min when we are done talking. i apprecieate it.,[supporter] I am glad I could be of help. I wish you all the best!,632,V3,"trying to find a job in this town is almost impossible, it is either fast food, walmart, or if you know someone the chemical plants. i need to get out of the place i am in or i am going to go insane. i cant do that without more income.","This town feels like a trap. I have two realistic options right now: a full time job at a local pharmacy that is farther away, or a part time cashier role at Walmart that is closer but pays less.",That sounds suffocating—like every option has a cost and you’re just trying to breathe.,"The decision feels urgent. Do I take the pharmacy job for stability even with the commute, or take Walmart for closeness and keep searching for something better?",That’s really stressful to be stuck in.,TRUE
[seeker] I often feel like I'm just going to mess up anyways so I don't see the point in even trying sometimes.,[supporter] It sounds as if you are low on self-confidence and are afraid about unfavourable outcomes. Please correct me if I am wrong.,"[seeker] That sounds about right. I recognize it but I don't know how to deal with it. I'm so afraid of failing, I end up not doing anything.",[supporter] I can feel your anxiety just through this chat conversation.,[seeker] I tend to expect the worse or nothing at all.,"[supporter] In my experience, even if we were to fail, we are bestowed with a valuable life lesson which we can use in future decisions.  Approaching the problem with positive mindset will help a lot! Is that something you'd be willing to try?","[seeker] I suppose so, but it's hard to break habits and a mindset that I've cultivated.","[supporter] That's true. However, research shows that any habit can be broken or formed if you put your mind to it everyday for 5-10 minutes for 3 continuous weeks. Perhaps, replacing your negative thoughts with happy ones might help.","[seeker] I guess it's a start. I can do three weeks, and hopefully move on from there.",[supporter] Awesome. I am glad I was able to get you started towards a positive mentality. Is there anything else that I can assist you with today?,[seeker] That's all for now. Thanks for listening.,[supporter] You're welcome! Have a wonderful week ahead!,,,,,,,,,857,V3,I have been feeling lost and directionless and I feel like I'm a waste of time and space. I don't know what to do with my life and I hate myself.,"I have two job offers and I feel trapped either way. One means moving soon to a new city. The other is stable but feels like settling, and I worry I will hate myself either way.","I hear how heavy this feels—when you already feel low, any decision can feel like proof you’re failing.","A choice is coming up fast. Do I take the better fit even if it means moving, or stay where I am with stability and risk feeling stuck?",I’m really sorry you feel this way.,TRUE
"[seeker] her mother, father and herself all have COVID as well",[seeker] and her grandfather died of COVID and her grandmother is hospitalized,[seeker] her mom has lung cancer,[seeker] and it all makes me very upset,"[supporter] if i heard you correctly, your fiancée which her family is going through a lot couldn't get married to you because of border restriction?","[seeker] yes, that is correct","[supporter] i can see why you are soo depressed, i am soo sorry for what both you and your fiancée is going through",[seeker] thanks it feels good to say it all out loud,[seeker] I think I need to develop a coping mechanism,"[supporter] if i may ask, where is your fiancée from?",[seeker] Indonesia,"[supporter] i have had of such scenario before, so what step have u taken to remedy the situation",,,,,,,,,60,V3,I am supposed to be getting married overseas but I cannot because of the border policy due to COVID,"Time is running and the visa situation could change. Booking a flight now might help, but it could also be wasted if the border closes or rules shift again.",That’s such a stressful limbo—wanting certainty when the rules keep shifting.,"Next week is close. Do I book the flight now to try to make it in time, or wait for updates and risk losing the chance entirely?",That’s a really hard call.,TRUE
[supporter] I'm sorry to hear that! What do you think might be making you sad?,[seeker] I haven't been able to find a decent job in a long time! I have great credentials but i doesn't matter what I do I never get called back!,[supporter] Have you had someone take a look at your resume? Sometimes employers have their systems set up to cue on special terms and buzzwords. A resume consultant might be able to help with that.,[seeker] I did it one time but it did not made a difference! I kept getting rejected from every company! It's like there is no place for me,"[supporter] if you have the qualifications, I'm sure that there is a job out there for you. How big a geographical area are you searching in?","[seeker] I'm currently looking on the NYC area, because it's not an option to move out!","[supporter] NYC probably has lots of jobs but it's probably also a competitive place, with lots of skilled workers. What kind of job are you looking for?",[seeker] I'm an Anaesthesiologist and i have a fellow on Regional Anaesthesia and Acute Pain Management,[supporter] Is it harder to find work because of the pandemic? This is an unusual situation for health care. Things might change for the labor market in the next few months.,[seeker] Yes i know it has been difficult for everyone! I try to calm down and tell to myself that this are hard time for all of us and that i just have to keep going forward,"[supporter] Ok, how is your life going outside of the work search?","[seeker] My wife and I have been arguing a lot, she's pregnant and that makes the whole situation more difficult",[supporter] That's a challenging situation for anyone!,,,,,,,,1073,V3,I have not been able to find a job,"With my wife pregnant, I feel like I cannot afford to be picky. A less ideal job is available now, but I keep thinking I should hold out for something better.",Anyone would feel pressured in your position—there’s a lot riding on this.,"The week is moving quickly. Do I accept the available job now, or keep searching for a better one even if it takes longer?",I can see why you’re anxious.,TRUE
"[seeker] I feel really sad right now, I missed my family haven't seen them for 3 years now. I planned to see them this year but then this pandemic happens.",[supporter] So you were planning to see them after three years but the pandemic has put a halt on that for the time being.,[seeker] Yes that's right.,[supporter] How far from you do they live?,[seeker] I'm in the other side of the world. That is like more than 8000miles away.,[supporter] Wow! That is a long way. This pandemic will pass in time so you can visit them.,[seeker] I really hope so. Thank you. Merry Christmas.,"[supporter] Are you able to video chat with them? Possibly with skype, facebook messenger, or zoom. Seeing their faces on the screen could help to ease the sadness.","[seeker] Yes I always do, plus it always reminds why I needed to be away from them. I am working hard to support my family. I envy families who are together during holidays.","[supporter] I can sympathize with you, my sister, niece, and nephew live on the other side of the country, about 3000 miles away. I know it's hard to be so far away.",[seeker] I hope you were able to see them.,[supporter] What type of plans do you have when you see them?,[seeker] I am planning to bring them to nice places my parents never experiences traveling to nice places. They are getting old and want the best for my parents and siblings.,[supporter] I hope this pandemic ends quickly so that you get to see your family soon.,,,,,,,305,V3,The feel of isolation during pandemic and being an immigrant without any family closeby.,"The holidays make the distance feel worse. Flights are expensive and I cannot afford both a visit and gifts. I want my family to feel cared for, but I feel stuck.","Holidays can really magnify loneliness, especially when you’re far from home.","A decision is coming soon. Do I buy tickets now, or skip the trip and send gifts instead?",I’m sorry—this sounds really lonely.,TRUE
[seeker] My life is done now,"[supporter] That's terrible, I'm sorry to hear that. You're life isn't done, it's just a new start.  It's scary for sure but you have a lot more to you than your ex husband.","[seeker] well, I cannot say it is a new start when I will be 90 in March",[supporter] Then you've definitely got a lot going for you if you're 90!,[seeker] Had,[supporter] Why did he leave you?,[seeker] He wanted a younger woman.  His new girlfriend is 63,[seeker] He is 45,[supporter] It sounds like that is more of his problem then. You deserve someone that's better than leaving someone because of their age.,"[seeker] I thought it would be nice to have a younger man when we got married.  He eventually told me he just married me for my money, and was waiting for me to pass so he could inherit all of it.  He said he got tired of waiting, so he moved on to someone else.","[supporter] Personally, if that's how he felt, then you're better off. I know that doesn't stop the hurt you're feeling, but you are worth more than that.",[seeker] Now I am here alone,[supporter] Being single does not mean  you're completely alone. There are a lot of resources to talk to someone and make friends.,[supporter] Being single does not mean  you're completely alone. There are a lot of resources to talk to someone and make friends.,,,,,,,381,V3,Husband left me for someone else.,"After he left, money became urgent. Bills are piling up and I am scared. Selling the house would change everything, but getting a roommate also feels risky and uncomfortable.","That’s a huge amount to absorb all at once—loss, fear, and practical pressure stacked together.","Next week is getting close. Do I sell the house, or look for a roommate to stabilize things without such a big change?",That sounds overwhelming.,TRUE
