session_id,label,situation,prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,gen1,gen2,gen3,gen4,fixed,,
333,V1,I don't have enough money to buy my kids christmas gifts.,[seeker] Are you still here?,"[supporter] I'm really sorry to hear that, but I'm sure your love for your kids can still shine through","[seeker] I do love my kids, but they are expecting some toys and stuff from Santa.",[supporter] Would it be possible to look at some more home made stuff for this year that will still be fun and meaningful?,[seeker] I cannot craft. If I made them something it would be so bad.,"[supporter] I know it can be really hard to feel like you can't make anything worthwhile, but I'm sure theres something you could come up with that could still put a smile on your kids faces",[seeker] Do you have any craft ideas?,[supporter] Maybe you could look at involving your kids in the process. The feeling of doing something together as a family can make it way more fun. It could be a shared experience your family can look back on fondly later on.,[seeker] That's a good idea. I would like to have it done before christmas. How about some wooden toys or a cardboard box fort?,"[supporter] I have seen some people make small ornaments filled with candies and treats and other small goodies. So even if all of the gifts feel small, they can feel like they are getting a lot of them. And you could even get them to have fun decorating and painting the ornaments!","[supporter] Yeah, a box fort is really fun!",[seeker] I never that about filling an ornament with small stuff. That's a great idea.,"[supporter] When I was a kid, I loved making box forts, and its a great way to reuse stuff you might already have around the house. The fun pretend games you can play were a blast. I'm sure your kids might love it too!",[seeker] I could paint and decorate it. My daughters would like that. I can make it look like a castle.,[supporter] It can feel tough when it feels like you can't provide all the big gifts that you feel your kids deserve,"[supporter] But you clearly care and love your kids, and want to do something for them",[seeker] I do. this has been very helpful. It's not all hopeless.,"[supporter] Last Christmas when I gave gifts to my family, one of them later told me that the gift they loved the most was the box of Christmas cookies that they were able to enjoy over the course of the week afterwards, and not the keyboard I had gotten them. Sometimes it doesn't take something expensive to be meaningful and make someone happy",,,"Also, something else happened that I didn't mention. I overheard my kids talking about wanting specific toys, and I'm not sure if they're placing too much importance on what they receive.",Could you share more about what you heard them say? It might help to understand their wishes better.,I can't tell for sure what they really think. They might just be excited about the holiday.,"Even without knowing all the details, it's clear that your kids are thinking about the gifts they want, so it would be good to find a way to balance their wishes with what you can provide.",FALSE,,
1161,V1,breakup with my lover,[seeker] suddenly she left me,[supporter] I understand it's difficult when you were in a relationship for so long.  But it's not going to do you any good to cling on to the past.  What was her reason for leaving you?,[seeker] she is engaged to a richman,[seeker] and they prepared to get married soon,[seeker] i dont have any idea for what to do,"[supporter] That's even a better reason for you to just forget about her, with her cheating on you like that, you know she's not the type for you.  You're so much better than her.  So just focus on yourself.  If you need some help emotionally, find yourself a counselor to talk to.","[seeker] I tried to forget her, but whenever i tried the memories are repeating again and again",[seeker] which sometimes makes me mad,"[supporter] Just try to focus on your hobbies, and hang out with your close friends.  Keep yourself occupied on other things so you wouldn't have to think about her.  Just think that you're lucky that it ended now, and it would've been worse if you found out about the cheating even later.","[seeker] whenever i try to share my feelings with my friends, they are making fun on me",[seeker] and irritates me so much,[supporter] Awww maybe try to share you feelings with your family then,,,,,,,,,"Also, something else happened... I heard from a friend that she might be seeing someone else already, but I'm not sure if it's true.",That sounds concerning. Did your friend mention any details about this new person or when they might have started seeing each other?,"I haven't confirmed anything, and it's unclear if it’s just a rumor or if there's any truth to it.","Even if it's not fully confirmed, it clearly means you need to prioritize your own healing and move on from her.",FALSE,,
185,V1,"My cousin is overly sensitive in weird, unpredictable ways.",[supporter] All of the above!,"[seeker] Her time is so jam-packed, it's hard. I paid for her to take a vacation up near me. But she had two of her kids with her, so we couldn't really talk. I wish I could just have her to myself for 24 hours - ha. She acts like the kids are in danger with just her husband, which is completely untrue.",[supporter] Do you think these issues are serious enough to get a proffessional involved?,"[seeker] Well, she has her therapist. I'm not sure what I could really do.",[supporter] You may have to make a decision and determine how big her issues are.,[seeker] Yes.... I think talking to our other cousin about her might be a good place to start.,[supporter] Yes. How do you feel about doing that? Do you think that would help?,[seeker] I think it might help... It's one of these things - everyone has so much going on in their own lives... But of course it's also therapeutic to feel like you're helping someone you love. So it might be good for both cousins.,[seeker] All three cousins,[supporter] I think that sounds like a great thing! Sometimes we just need to get together and help out the people we love going through tough times!,"[seeker] Yes, I agree... Well, I'll give it a shot.",[seeker] Thanks for talking to me.,[supporter] Of course! I hope all goes well!,,,,,,,,"Also, something else happened... I overheard her mentioning that she might be feeling overwhelmed because she thinks her husband isn't fully supporting her with the kids. I'm not sure if that's true.",That sounds concerning. Did she specify what kind of support she feels she’s missing from her husband?,"I haven't confirmed the details, it's unclear. She might be feeling stressed because of her kids' activities and his work schedule, but I'm not totally sure.","Even without knowing all the details, it clearly shows that her relationship with her husband is strained and they really need to address this before it escalates further.",FALSE,,
867,V1,My ex-boyfriend and I decided to split after 6 years and we are also deciding who will be moving from our shared apartment.,[seeker] I am pretty sad about it and the entire situation.,[supporter] I'm so sorry that you feel sad about the situation.,"[seeker] Thanks. I am focused on moving on and figuring my life out, but I feel like it's causing me to neglect other important aspects of my life.",[supporter] What makes you think you are neglecting other important aspects in your life?,"[seeker] I am also a student in my Masters program, and I haven't been paying attention as closely as I was before.",[supporter] That sounds difficult.  You sound like a strong person still persevering in your Masters even through this difficult time even if you can't pay attention as closely as before.,"[seeker] It is difficult. I am trying hard but I have been having a tough time, especially now that I have been searching for a new place to live.",[supporter] I remember a bad breakup too where I wasn't sure how the future would go.  It can be scary not knowing what will come. It sounds like having a Master's degree can really help you be independent though.,[seeker] Yes I hope so and I hope I can get through this program.,[supporter] I had to repeat a class and it took an extra year to finish my graduate school.  The feeling of accomplishment and grit I developed made a huge difference though in my future abilities to cope with major stresses.  You too will come out stronger.,[seeker] Yeah that's somewhat of the boat I'm now in.,[seeker] I just want to finish and create a new life but I have to reassess and make new goals.,[supporter] That sounds like a great plan.  You sound like a very motivated person getting a masters degree is so difficult and you are working toward it. You will do well.  I wish you all the best.,[seeker] Thank you so much and thank you for the encouraging words.,[supporter] Perhaps there is a counselor at school that could help you with reworking through some of your goals?,[seeker] Yes there may be. I have to look into it.,[supporter] There may be other students as well who are going through the same things as you that you could chat with.,[seeker] That's a good idea. I need to talk with people who understand and who just won't tell me to get over it.,[supporter] Absolutely.  I think things will turn around for you.  You have a lot going for you and are very intelligent.,,"Also, something else happened... I overheard my ex talking to someone about moving in with them, but I'm not sure if that's true.",That sounds concerning. Do you have any sense of who he might be talking to or if there's any other context around that conversation?,"I haven't confirmed anything, but it feels like my mind is jumping to conclusions. It's unclear if he really means it.","Even without knowing all the details, it sounds like he is definitely moving on and that could be hard for you to process.",FALSE,,
555,V1,i am breakup with my partner because some fight with my partner she is still stay at office. then she not return to home. i have 2 childrens the childrens are aks about they father i can not tell about my fight.,[seeker] my partner not believe me,[supporter] Having many boyfriend is not a big deal,[supporter] I believe that you are good,[supporter] Things tends to happens for the goodness,[seeker] yes your good.,[seeker] i am only women in my office,[supporter] Thanks for the compliments. People have worst time to bring up the bright times. I totally believe in it,[supporter] Ohhh really. But women have a equal rights as men.,[seeker] yes your corret i am equal rights as men,[seeker] and then thanks for support my feeling,[supporter] Women's are succeeding in all the fields now a days.,[seeker] yes. but somewhat difficult in a days,[seeker] but i believe after some days that issue will sloved,"[supporter] I am glad that, I could able to help u.",[supporter] What kind of difficulties are u facing?,[seeker] my partner fight with me,[supporter] fight happens for?,,,,"Also, something else happened... I overheard my partner talking to someone, and it sounded like they might be seeing someone else. I’m not sure if it’s true or just a misunderstanding.",That's concerning. Did you get a chance to talk to your partner about what you heard?,I haven't confirmed anything with them yet. It's unclear what they meant by the conversation.,"Even without knowing all the details, it’s clear your partner is not fully committed to you.",FALSE,,
882,V1,I recently argued with my family about my dating partner.,[seeker] I’ve been better. Just got into a major argument with my parents.,[supporter] That can be tough can  you tell me what the argument was about?,[seeker] They don’t agree with the girl I have been dating.,"[supporter] So, why do you think they think that?",[seeker] Because of her race. She is black.,"[supporter] I can see why you would be upset about that. So, that is the only reason they don't approve. At this point when they are not as upset you may want to share all the reason she a great girlfriend. If it is based totally on race not sure you can change their minds.",[seeker] You are right. But I’m afraid it is solely based on race. She is such a great person. I wish they could look past her race.,[supporter] I completely understand that and if you really like her and they see how happy she makes you maybe they will come around.,[seeker] I hope so. But they are old school. I just lost my cool.,"[supporter] I would be upset too so, it's understandable.  Just reassure them you love them and your happy and hopefully one day they will be happy with your decesion. If not then it is your decesion who you date and I think they know that too.",[seeker] Have you dated interracial?,[supporter] Yes  I have and my parents did not approve either,[supporter] Eventually my parents came around and most likely yours will too.,[seeker] What race was it? What did you do?,[supporter] It was in highschool I dated a black man after I became an adult they didn't say much about who I dated and I countinued to date the person and it ended when he went in the miltary and I went to college not at first but it was the distance thing.,[seeker] Interesting. My girl is black. I hope they come around too.,[supporter] Most likely they will if she makes you happy they will see that :-),,,,"Also, something else happened... I overheard my parents talking about how they don't trust her background, but I'm not sure if it's true.",That sounds concerning. What exactly did you overhear that made you feel that way?,"I'm not sure, but it seemed like they were questioning how she was raised or something about her family. It's unclear.","Even without knowing all the details, it clearly shows that they have some deep-rooted issues with accepting your choices.",FALSE,,
1001,V1,"I can't get a haircut due to pandemic, my hair is a disaster.   I'm getting older and things are sagging.   I am too shy to go on camera for my zoom meetings.   And afraid to be rejeected once i am ready to date again.",[seeker] maybe i'll pick the least threatening meeting and start there...one that's a smaller group,[supporter] You can also try different backgrounds in Zoom which will improve the way you will look.,[seeker] oh really?  I haven't experimented with that.   maybe I can get a friend to practise that with me,[seeker] that's a good idea,[supporter] Correct - you can start with your colleagues and then slowly you will start sharing in other meetings.,[supporter] no problem - practice always helps. Start small and then go big.,[seeker] its hard I'm getting older now (50's) and its hard seeing my appearance go downhill.   But at least it's happening with my other friends too lol.  Gravity is a bitch!,[seeker] what age group are you in?,[supporter] I am nearly 50 as well. People over 50s looks better and I am sure your appearance is good as well. It is just thinking.,"[seeker] hmm yes....my attitude and self defeating thoughts....i need to work on that, thank you for your encouragement",[supporter] It is all inside and outside appearance doesnt matter,[seeker] You know you're right there,[supporter] All people over 50s are graceful - honest opinion.,"[seeker] maybe it's like a lot of things for me, that always seem worse until i try them, then i'm like ""what was I so worried about""",[supporter] No worries about anything and enjoy life.,"[supporter] 100% agreed - Initially, all looks difficult but by the time all becomes easy and we become so used to it.",,,,,"Also, something else happened... I overheard a conversation where someone mentioned that people in their 50s often struggle with their self-esteem, and I'm not sure if it's true.",That sounds concerning. What exactly did you hear that made you feel this way?,"I haven't confirmed the validity of what I heard, but it kind of stuck with me. It's unclear if it applies to everyone.","Even without knowing all the details, it's obvious that many people deal with self-esteem issues as they age, so it's completely normal for you to feel this way.",FALSE,,
279,V1,need for good grades,[seeker] not good stressing about next exam,[supporter] What class is your exam in?,[seeker] economics,"[supporter] So just to make sure I understand, you have an exam coming up in economics and you are very stressed about it.",[seeker] that is correct.,[supporter] Do you have any study groups set up for the class? Often times it helps to study with people who are in the same situation you are in.,[seeker] Study groups don't help me. I find them distracting. I am not able to focus. Adds to the stress,[supporter] Have you made any flash cards for the class?,[seeker] Yes I have flash cards. That helps with the study but not with the  stress,"[supporter] I used to stress out a ton over tests too, but I found that distracting myself every once in a while with a movie or a tv show helps me to reduce stress.","[seeker] that sometimes work for me, but that is like a band aid fix after two hours i am stressing again","[supporter] I would recommend mixing it in while studying, maybe study for an hour and then take a break for an hour and the study again. This way it breaks up the monotony of studying",[seeker] interesting. never thought about it that way. it becomes less of a band aid. but it is still a crutch,"[supporter] I used to think of it that way as well, but I then began to think of it as a reward for studying and that helped a lot!",[seeker] oh a reward for studying! that's a good way to think too. not a fix but a prize.,[seeker] I feel better. all of a sudden,[supporter] I am glad that I could help!,,,,"Also, something else happened during my studies... I heard from a friend that they might change the exam date, but I'm not sure if it's true.",That sounds concerning. Have you spoken to your instructor or checked the syllabus to get more clarity on the exam date?,"I haven't confirmed it yet, so it's unclear if there's any truth to it. My friend might be wrong.","Even without knowing all the details, it's clear that you should start preparing as if the exam date isn't changing.",FALSE,,
513,V1,"I am having trouble getting over the loss of a friendship that was important to me. I was very close to someone who acted as though he was my best friend but secretly didn't care for me at all. Eventually he told me so, and every time I think about it it feels like a punch in the stomach, even years later.",[supporter] How is it going this evening ?,[seeker] I am doing pretty well. There's a beautiful sunset out my window.,[seeker] How are you?,[supporter] I am great. I love the outdoors it make you feel free and apart of something much larger than yourself.,[seeker] Absolutely. Since I got back from school I've had time to run around and climb trees and stuff and it makes me feel like a kid again.,[seeker] Are you able to see the details that I wrote at the top of the chat? I think they might only show up for me.,[supporter] Kool beans ! I love life/outoors just in that same way.,"[supporter] No, I can not see what you sent initially Could you please resend it?.","[seeker] Oh. It asked me to describe the problem I was having. I said that I have had trouble getting over losing a friend who I thought was my best friend for years but eventually I found out he was only acting and he didn't really care about me at all. It's been about a year since he told me that, and whenever I think about it it makes me sad.",[seeker] I don't know why it's so hard for me to get over it,[supporter] Betrayal is a hard pill to swallow. I think you brave for sharing what you have been experiencing. Thank you.,[supporter] We all go through similar situations in all of our lives. Its not about going through those situations it about for me what did  I learn and how will this make me better in the future.,[seeker] I think you're right. What do you think I can learn from it?,[supporter] Those situation sometimes shows us there was time in that friendship where we could have been over extending ourselves. Those are the times we should have been given more love and attention to our self.  We learn how to love ourselves more we others don't reciprocate what we give them. I think it ultimately about being a better friend to you first.,"[seeker] I think that's wise, thanks. I was definitely putting too much effort into it and I hardly noticed that he wasn't reciprocating it. I have always had a problem with that.",[seeker] Thank you for sharing your thoughts. Hope you have a good evening. :),[supporter] Well we just have to be careful with over giving of ourselves. You are more valuable to yourself than you know. You are very welcome.,,,,"Also, something else happened that I'm unsure about. I overheard someone mention that he might be seeing someone else, but I don't know if that's just a rumor.",That sounds concerning. Do you have any more details about what you heard or who mentioned it?,"I'm not sure who said it, and I haven't confirmed anything. It's unclear if there's any truth to it.","Even without knowing all the details, it seems like he's moved on from the friendship, and it might be time for you to do the same.",FALSE,,
1243,V1,crippling homework and procrastination i cant keep up in class,[supporter] Maybe let your teacher/professor know how you're doing in class and you may be able to ask for extensions on deadlines,"[seeker] Thats helpful, thanks",[seeker] i am a little scared to ask my teacher though,[seeker] shes really mean and what if she fails me?,"[supporter] Don't be afraid! Remember a teacher's job is to teach and help you, she may look a little mean but it doesn't hurt to try and ask, she can't fail you for being confused :)",[seeker] yeah i guess your right,[supporter] Does that make you feel a little better about it?,"[seeker] yea, a lot better actually, thanks",[supporter] You're welcome! Anything else I can help out with?,[seeker] what should i do about the work i missed?,"[supporter] hmm, i suggest you should ask your teacher if its still alright to submit it. If you decide to do them, make sure its ok with her first","[seeker] okay, thanks, i will do that",[supporter] No problem! Glad I was able to help! Is there anything else?,,,,,,,,"Also, something else happened... I overheard some classmates say that she might be failing a few students.",That's concerning. Can you tell me more about what your classmates said?,"I'm not sure if it's true, but it makes me worried. I haven't confirmed this with anyone.","Even without knowing all the details, it clearly suggests she doesn't care about student success, and you should definitely consider dropping her class.",FALSE,,
568,V1,I am angry because I think my husband is controlling but he says I dont understand what controlling is,"[supporter] Correct me if i'm wrong, but it sounds like your husband may be controlling you a little and you're expressing reasonable emotions because of it. and Okay!",[seeker] he said if he were controlling i would be givign him attention read between the lines,[seeker] than he will say don't touch this like a cheesecake and than tell me week later make it,[supporter] Why do you think he talks to you this way?,[seeker] I am going to write stuff to move it up on screen  . he might come read this,[seeker] so if isuddently leave i a m very sorry,[seeker] My friends say because i allow him to control me and,[supporter] Okay that is perfectly okay. You are fine. If you need me to assist you in any way just send a question mark.,[seeker] dont stand up for myself and lalow him to treat me that way,[seeker] I am angry too because I cant be free and express how I really feel,[seeker] he has a disrespect i think for women in general and call them cunts,[seeker] ? question,[seeker] it wont let me just send aquestion mark,"[supporter] I've been in a similar situation. I was with someone who was controlling in a lot of aspects so i can feel your pain and struggle. I can feel your anger too, and I imagine that it is alot. It is not your fault, and you aren't allowing this to happen to you. It is out of your control. Don't ever blame yourself.",[supporter] How can I assist you?,[seeker] That makes me feel better.  How long were  you in relationship,[supporter] I was in it for two years before I broke away from it.  It was so hard but liberating to leave!,,,,"Also, something else happened... I overheard him on the phone talking about needing to control things better, but I'm not sure if he means me or something else.",That sounds concerning. Can you tell me more about what you heard or how he seemed when he was talking?,"I can't tell for sure, but it felt like he was mentioning me. I might be wrong, but it sounded serious.","Even if it's not fully confirmed, it clearly indicates that he has issues with controlling behavior that could impact your relationship.",FALSE,,
1258,V1,I have finals coming up soon and I also have a lot of other stuff going on in my life and I am very stressed.,[seeker] You would be correct.  I have Spring Break coming up and then right after that I have to start getting ready for my finals.  I am in my last year of college and I am feeling the pressure of having to become a real adult.,[supporter] I can understand you very. well. It happen with all of us in such situation. Last year of the college  really give lot of pressure.,[seeker] College in general has been a struggle.  I have to work a full time job at the same time I am going to school full time because my family couldn't afford to help me.,[supporter] I am pretty sure you will do great in you exam and I can see that in your worries. You are not alone in this situation as colleges are so expensive so it's hard for parents to pay for it.,"[seeker] Yea, I hope your right.  I just have a hard time coming up with a plan to study and work and still have time for a regular life.","[supporter] When I was in college, I went throgh the same phase as you are facing. Even my parent couldn't afford my college expense.  Yes, just concentrate on your study.",[seeker] It helps to know that other people have had similar experiences to mine.  It makes me feel less alone.,[supporter] You are not alone. It is a phase of life. all have to go through it. Just stay focused and calm and motivated.,"[seeker] Yea, maybe going on spring break will help to get my mind off all the work I have to do when I get back.",[supporter] Enjoy your spring break and come up with freshness. I am pretty sure you will do very well.,[seeker] Thank you.  I will.  Do you have any suggestions on how I can plan for how to study once I get back?  Should I see a doctor to get some medicine for my anxiety?,"[supporter] The best way to plan your study is to set the target for a particular day that you have to complete it. Once you achieve it, you will be motivated and it will help you to do more work. you can take doctors opinion if it's required. you can take few breaks to relax youself in middle.",[seeker] That's good advice.  Thank you.  I will try to put some of this to good use.,[supporter] My best wishes are there with you. May God give all  success that you wished for.,[seeker] Thank you so much for your insight.  I will be praying for a good outcome.,[supporter] you will get it for sure! is there anything else I can help you with?,[seeker] I think you have eased my mind a little.  I feel better.  Thanks.,[seeker] Have a wonderful evening.,[supporter] All my pleasure! Wonderful evening to you too,,"Also, something else happened recently. I heard from a friend that my professor might be failing a lot of students this semester, but I'm not sure if it's true.",That sounds concerning. Do you know why your professor might be failing students?,"I haven't confirmed it with anyone, but it's unclear if it's just a rumor or if there's something serious going on.","Even without knowing all the details, it clearly means you should start preparing early for your exams to avoid any surprises.",FALSE,,
353,V1,"I am currently going through a divorce from an abusive, lying, narcissist. He has taken my kids from me by making false claims. I haven't seen them in months. My daughter is 4 and my son is 2. I miss them so much.",[supporter] How are you this evening?,[seeker] I am doing ok. I am feeling very sad .,[seeker] How are you?,"[supporter] I am doing well, I am sorry to hear you are feeling sad.",[supporter] What is bothering you tonight?,"[seeker] I am going through a terrible divorce from an abusive narcissitic ex,",[seeker] But we have two young kids.,[seeker] I haven't seen them in months because he lied to CPS and told them I abuse my kids.,[seeker] I just feel very alone. I am afraid my children will forget me.,"[supporter] So, just to clarify, you are going through a hard divorce with your ex-wife and this has you feeling very down..",[seeker] ex-husband,[seeker] yes,"[supporter] Sorry about that, ex-husband.",[supporter] I can definitely tell this is making you feel very anxious and sad from the few messages we have exchanged.,[seeker] Yes very much so,[seeker] Do you have any advice?,"[supporter] I recently went through a hard break up with an ex-fiancé who got pregnant from another man, so I know how difficult a situation like this can be,",,,,"Also, something else happened... I overheard him talking to someone about getting full custody, and they mentioned something about my past, but I don't know if it's true.",That sounds really concerning. Can you tell me more about what you heard and how it made you feel?,"I'm not sure what to think. I haven't confirmed anything, and it's unclear if he's actually pursuing that.","Even without knowing all the details, it's clear he is trying to undermine your position as a parent, and you should prepare for a tough fight ahead.",FALSE,,
820,V1,i have discontinued my studies due to financial problems. i feel like i am depressed lately.,[seeker] i am thinking of applying an online job but i am afraid that i can't manage both my studies and job,[seeker] thinking about it makes me frustrating and sad,[supporter] That is understandable.  So you aren't having to discontinue your studies immediately?,[seeker] i have discontinued it already,"[supporter] Okay, thank you for clarifying :-)  Your frustration is understandable.  Having a job while being in school can be tough, that is true.  However if you are discerning you could get a job that would have flexible hours, especially if you let them know beforehand that you're planning on getting back into school as soon as possible.",[seeker] yes. thank you for concern,"[supporter] When I was in college, I worked for the school and the library.  It was not a lot of money, but in addition to a small check, it made me more indispensable to the university.","[supporter] I think you would be able to handle both, as long as you are clear from the beginning about what you need from the job.  Too often we are supposed to feel like we need to beg for a job, when in fact, you are interviewing them as well.",[seeker] i think i can also follow this idea.,[supporter] You should also explore any and all financial aid offers they can give you.  More than once I have been told that not as many people apply for scholarships and grants as you think.,"[supporter] But regardless of whether you're able to balance the two things, even if you are not, your mental health is very important, and you should try to take it easy on yourself.",[seeker] I think i can cope upwith my situation with this advice of you.thank you,[seeker] what are you doing lately,"[supporter] You're very welcome, I think you are capable of more than you think.",,,,,,,"Also, something else happened... I've been hearing rumors that my previous school is facing financial issues, and I'm not sure if they're going to reopen next semester.",That sounds concerning. Have you talked to anyone from the school to confirm whether those rumors are accurate or what their plans are?,"I haven't confirmed anything yet. It's unclear if there's any truth to it, but if it's true, it could affect my plans for returning.","Even without knowing all the details, it seems clear that staying focused on finding a stable job now would be the best option.",FALSE,,
452,V1,I am struggling with my law school exam prep. I'm not sure if I can make it through law school,[seeker] Hello,[seeker] Hello?,"[supporter] Hello, how are you?",[seeker] Anxious. I'm not sure I can get through this semester,[supporter] What caused your anxiety? Is it because you don't understand your class?,"[seeker] No I understand the course work, its just a high pressure environment. Everyone is ranked, so its competitive.",[seeker] it feels like everyone is secrectly angling to take each other down so they can get the good jobs,"[supporter] I can understand how you feel being such competitive environment. However, the most important is your well being. I think as long as you do your utmost best, there is no need to stress over rankings",[seeker] The money investment is just so high. I don't want to get out of my 3L year and get a job making barely enough for the loan interest payment,"[supporter] I think salary and growth takes more than just academic result. Take one step at a time, take care of your own health and this exam first",[seeker] I've always been hard on myself,"[supporter] That's good and bad at the same time, you will always be motivated, however, if you push too much you will burn out yourself",[supporter] Have you reviewed all the materials needed for the exam?,[seeker] I know I can do it its just hard,"[seeker] yeah, i think i got it","[supporter] okay, then you are good for the most part. Now just some mental preparation and you will nail it",,,,,"Also, something else happened... I overheard some classmates talking about how they might be forming study groups, but I'm not sure if it's true.",That sounds important. Are you feeling left out of those discussions?,"I can't tell for sure, but it makes me anxious. I might be wrong about what I heard.","Even if it's not fully confirmed, it clearly shows that your classmates are trying to collaborate, which means you should consider joining them.",FALSE,,
441,V1,"Well I guess it's not really a break up,  my boyfriend got killed in a car accident coming up on 3 years ago in January.",[seeker] Extremely hard.  I remember that morning like it was yesterday.  He got killed within an hour after leaving the house on his way to work.,[supporter] He was killed so soon after you last saw him?,[seeker] Very soon.  And the worst thing is I was upset with him that morning.  He had an addiction to xanax.  I was not ok with it.  He had went and got some that morning and he would always give them to me so I could give them to him so he didn't take them all.  I was so upset that he went and got them.  He was packing up his truck with things to take to the new shop that day.  He was a tattoo artist and just started a new job.  I didn't even get out of bed to help him and he knew I was upset with him.,[supporter] Have you considered any sort of bereavement counselling? Addiction in a partner is a very hard thing to have to deal with. It is not your fault!,[seeker] I had decided that I was gonna wait to hear from him that day instead of texting or calling him.  I wanted him to realize how upset his addiction made me. Instead the phone call I got was that he had been killed.,"[supporter] Do you feel any sort of guilt about it? You should not, of course, but do you wonder if things would have been different if you had talked to him first?",[seeker] I haven't done any counseling.  I know I should and it would probably help me.  I don't know why I have not.,[supporter] I have previously had counselling and found it very useful but there is a long waiting list for a free counsellor,[seeker] I don't feel guilt about it.  Now at least.  I was pretty hard on myself at first.  But I know that he knows why I was upset that morning.  It was something we dealt with a lot.,[supporter] Are you still in touch with his family and friends?,[seeker] I went and talked to a therapist once right after and never went back.  And I don't know why.  He was amazing to talk too.  But I just never went back.,[supporter] I think you should do things in your own time but I would recommend doing it again one day.,,,,,,,,,"Also, something else happened that I haven't mentioned before. I heard from a friend that he might have been seeing someone else while we were together, but I don't know if that's true.","That sounds really difficult to handle. How did you hear that information, and what do you think about it?","I'm not sure where it came from, but it left me feeling unsettled. I can't tell for sure if there's any truth to it at all.","Even if it's not fully confirmed, it clearly suggests that there might have been issues in your relationship that you weren't aware of.",FALSE,,
1102,V1,"my boyfriend keeps leaving and staying gone, leaving m here with our 1 year old daughter, who is taking it pretty bad, he will sometimes stay gone for 3 days and then comes home and act like everything is okay, says he is sorry and that he wont do it again, stays home for a few days and then does the same thing again, like it doesn't even bother hi that our kid is loosing seep, not eating like she should, and crying for him all hours of the night!","[seeker] well yes but no, he got in a car accident on 9/6/2018 and i fall pregnant exactly a year later my due date was 9/4/2019 but i had her 8/22/19 and",[seeker] i was going to say alot more but it wouldnt let me so i copied it but it wont let me paste it so im not even going to try to type all of that up agin lol,[seeker] but long story shot he cheated on me a half a year after i had my daughter and now the girl is pregnant wanting  me to take in her child bc its either her life or the babys and me being the person i am i ant let the baby go into foster care or my baby not being able to see her sibling,"[supporter] If I understand this correctly your boyfriend cheated on you after you had a child together. Now, the other woman is pregnant with your boyfriends baby? Did I get that right?",[seeker] yep its a very frustrating and difficut situation,[supporter] I can understand that would make you feel anxious and depressed.,"[supporter] Do you have someone to help you cope with this situation? Friends, Family, etc?",[seeker] what would u do or how would u feel if u was in this situation? i ended up getting back with him bc i didnt want my child without a father like i was,[supporter] I totally understand where you are coming from.,[supporter] Things get much more complicated when children are involved.,"[seeker] nope i keep to myself! and alot of friends and family dont even know shes pregnant with his kid yet,  but yes at the time i had help",[seeker] yes it does get alot more complicated exp  when my kid is involed and then i have to thing about him not being himself bc of his tbo,"[supporter] Well, it sounds like you still have a lot going on. Sometimes even when you want to take more on emotionally and mentally you need to take a step back and re-evaluate the situation.",[supporter] Maybe finding someone to talk to about everything that is currently going on in your life would be helpful.,"[supporter] Youre only human, right?","[seeker] yea i know,but thats hard when u dont know how to deal with the situation and when u meet someone that u just can stay mad at",[supporter] Agreed. But maybe that's what has to happen to help you get through this.,[supporter] I think it might be a good starting point for you.,,,"Also, something else happened... I overheard him talking to someone, and I think he might be seeing someone else. I'm not sure if it's true, but it really made me question everything.",That sounds very concerning. What exactly did you overhear that made you feel this way?,"I can't tell for sure what they were talking about. It was vague, but it sounded suspicious. I'm not entirely sure if it was about another relationship or just something else.","Even without knowing all the details, it clearly indicates that he may not be fully committed to you.",FALSE,,
881,V1,covid 19 issues,[seeker] hi,[supporter] Hello! My name is Joe. It's nice to meet you! How are you doing today?,"[seeker] Really am not feeling well, am not able to handle my stress",[supporter] I'm so sorry to hear that! Is there anything specific going on that is stressing you out?,[seeker] covid 19,[supporter] It sounds to me like COVID-19 in general is causing you a lot of stress. Does this sound accurate to you?,[seeker] yes because of my age and low immunity level,"[supporter] I also have a compromised immune system, so I understand where you're coming from. All of this has been very scary.","[seeker] yes moreover i am living alone, for my job and needs i need to take care of myself","[supporter] I know it's tough, but I believe that if we all keep working together and talking through our feelings, we can make it through this!",[seeker] But when i see social media and News every day it increasing my stress level,[supporter] I live alone as well and also need to take care of myself. It can be so hard at times.,"[supporter] I found that spending less time on social media and less time watching the news has helped my anxiety level to an extent. I don't think you should completely stop listening to what's going on as it's important to stay informed, but for me, limiting the amount of time that I spend engaging in these activities really helped.",,,,,,,,"Also, something else happened that I'm worried about. I heard from a friend that there's a new variant of COVID-19, and I'm not sure if it's true.",That sounds concerning. What did your friend say about this new variant?,I'm not sure about the details he mentioned. It’s unclear how serious it is or if it would affect me personally.,"Even if it's not fully confirmed, you should definitely prepare yourself for the possibility that this could impact your health.",FALSE,,
